t,fsm,x,y,z,yaw,vx,vy,vz,front,back,left,right,up,down,az,default_direction,orientation,direction
1,FSM.TAKE_OFF,-0.01123046875,0.038482666015625,0.0091094970703125,-0.10125732421875,-0.003917694091796875,0.05145263671875,-0.00370025634765625,1952,1011,32766,32766,32766,9.0,0.007381439208984375,LEFT,DEVANT,LEFT
2,FSM.TAKE_OFF,-0.0106658935546875,0.039398193359375,0.00908660888671875,-0.058990478515625,0.00531768798828125,0.04510498046875,-0.0019931793212890625,1946,32766,32766,32766,32766,9.0,0.005191802978515625,LEFT,DEVANT,LEFT
3,FSM.TAKE_OFF,-0.0102386474609375,0.041748046875,0.01073455810546875,-0.236328125,0.01110076904296875,0.047943115234375,0.0086212158203125,1946,32766,32766,32766,32766,14.0,0.010986328125,LEFT,DEVANT,LEFT
4,FSM.TAKE_OFF,-0.00955963134765625,0.044219970703125,0.01177215576171875,-0.355224609375,0.01523590087890625,0.0504150390625,0.04168701171875,1942,1016,32766,32766,32766,14.0,0.139404296875,LEFT,DEVANT,LEFT
5,FSM.TAKE_OFF,0.01226043701171875,0.046722412109375,0.01551055908203125,-0.030487060546875,0.10064697265625,0.041473388671875,0.1444091796875,1942,1006,32766,32766,32766,6.0,0.1251220703125,LEFT,DEVANT,LEFT
6,FSM.TAKE_OFF,0.0238494873046875,0.049407958984375,0.01432037353515625,0.3486328125,0.0946044921875,0.023773193359375,0.1451416015625,1942,1006,32766,32766,32766,0.0,0.11053466796875,RIGHT,DEVANT,LEFT
7,FSM.TAKE_OFF,0.01308441162109375,0.03985595703125,0.0189056396484375,0.939453125,0.0289154052734375,-0.0031375885009765625,0.190673828125,1953,32766,32766,32766,32766,0.0,0.07861328125,RIGHT,DEVANT,LEFT
8,FSM.TAKE_OFF,0.00969696044921875,0.0440673828125,0.02630615234375,1.484375,-0.01812744140625,0.01178741455078125,0.2330322265625,1953,32766,32766,1814,32766,36.0,0.046630859375,RIGHT,DEVANT,LEFT
9,FSM.TAKE_OFF,0.01116943359375,0.042236328125,0.0426025390625,1.845703125,-0.029144287109375,-0.0024852752685546875,0.2496337890625,1972,986,32766,1814,32766,36.0,0.0176544189453125,RIGHT,DEVANT,LEFT
10,FSM.TAKE_OFF,0.007045745849609375,0.041107177734375,0.08233642578125,1.888671875,-0.054229736328125,-0.0005421638488769531,0.295166015625,1991,1003,32766,32766,32766,77.0,-0.051849365234375,RIGHT,DEVANT,LEFT
11,FSM.TAKE_OFF,0.0012960433959960938,0.042388916015625,0.10113525390625,1.64453125,-0.07293701171875,0.0096435546875,0.318115234375,1991,1003,32766,1776,32766,118.0,-0.0625,RIGHT,DEVANT,LEFT
12,FSM.TAKE_OFF,-0.004608154296875,0.042266845703125,0.125,1.236328125,-0.07623291015625,0.00862884521484375,0.2841796875,1990,973,32766,1776,32766,118.0,-0.0762939453125,RIGHT,DEVANT,LEFT
13,FSM.TAKE_OFF,-0.007793426513671875,0.04266357421875,0.1298828125,0.96728515625,-0.07330322265625,0.001987457275390625,0.2144775390625,1990,973,32766,2037,32766,132.0,-0.0894775390625,RIGHT,DEVANT,LEFT
14,FSM.TAKE_OFF,-0.01413726806640625,0.04083251953125,0.1416015625,0.55615234375,-0.0679931640625,-0.006046295166015625,0.1741943359375,2007,937,32766,2037,32766,132.0,-0.07269287109375,RIGHT,DEVANT,LEFT
15,FSM.TAKE_OFF,-0.018341064453125,0.04034423828125,0.1434326171875,0.330810546875,-0.058197021484375,-0.0097808837890625,0.1175537109375,2007,937,32766,2177,32766,144.0,-0.059600830078125,RIGHT,DEVANT,LEFT
16,FSM.TAKE_OFF,-0.0274505615234375,0.040740966796875,0.1517333984375,-0.087890625,-0.048004150390625,-0.0030059814453125,0.0772705078125,2017,921,32766,2265,32766,151.0,-0.0281219482421875,LEFT,DEVANT,LEFT
17,FSM.TAKE_OFF,-0.032470703125,0.0413818359375,0.1544189453125,-0.322998046875,-0.054779052734375,0.0006113052368164062,0.062408447265625,2046,899,32766,2265,32766,151.0,-0.00215911865234375,LEFT,DEVANT,LEFT
18,FSM.TAKE_OFF,-0.03759765625,0.04254150390625,0.1600341796875,-0.437744140625,-0.04315185546875,0.0039825439453125,0.0736083984375,2046,899,32766,2282,32766,166.0,0.004329681396484375,LEFT,DEVANT,LEFT
19,FSM.TAKE_OFF,-0.04193115234375,0.041961669921875,0.1663818359375,-0.49072265625,-0.040985107421875,4.76837158203125e-05,0.08837890625,2054,886,32766,2282,32766,166.0,0.005359649658203125,LEFT,DEVANT,LEFT
20,FSM.TAKE_OFF,-0.04425048828125,0.041595458984375,0.1671142578125,-0.51708984375,-0.042266845703125,-0.0031833648681640625,0.074951171875,2054,886,32766,2283,32766,168.0,-7.659196853637695e-05,LEFT,DEVANT,LEFT
21,FSM.TAKE_OFF,-0.0634765625,0.042144775390625,0.223876953125,-0.44287109375,-0.0263824462890625,0.0012559890747070312,0.1556396484375,2065,857,32766,2283,32766,228.0,-0.036590576171875,LEFT,DEVANT,LEFT
22,FSM.TAKE_OFF,-0.06524658203125,0.041229248046875,0.2322998046875,-0.39892578125,-0.0236358642578125,-0.00336456298828125,0.13232421875,2081,845,32766,2283,32766,228.0,-0.051666259765625,LEFT,DEVANT,LEFT
23,FSM.TAKE_OFF,-0.06787109375,0.040496826171875,0.2392578125,-0.4091796875,-0.0249786376953125,-0.008880615234375,0.11602783203125,2081,845,32766,2282,32766,243.0,-0.055206298828125,LEFT,DEVANT,LEFT
24,FSM.TAKE_OFF,-0.0714111328125,0.039031982421875,0.247314453125,-0.57421875,-0.0226287841796875,-0.0132904052734375,0.05645751953125,2083,843,32766,2277,32766,245.0,-0.030242919921875,LEFT,DEVANT,LEFT
25,FSM.TAKE_OFF,-0.073974609375,0.038726806640625,0.248779296875,-0.74853515625,-0.0237579345703125,-0.012237548828125,0.042205810546875,2095,839,32766,2277,32766,245.0,-0.0184478759765625,LEFT,DEVANT,LEFT
26,FSM.TAKE_OFF,-0.07733154296875,0.0384521484375,0.2486572265625,-0.9580078125,-0.0266571044921875,-0.01088714599609375,0.020721435546875,2095,839,32766,2284,32766,246.0,-0.003688812255859375,LEFT,DEVANT,LEFT
27,FSM.TAKE_OFF,-0.079833984375,0.038421630859375,0.24853515625,-1.16796875,-0.026458740234375,-0.007610321044921875,0.01910400390625,2092,836,32766,2284,32766,246.0,0.0006537437438964844,LEFT,DEVANT,LEFT
28,FSM.TAKE_OFF,-0.0809326171875,0.040618896484375,0.2490234375,-1.33984375,-0.0227813720703125,0.0011701583862304688,0.00768280029296875,2092,836,32766,2277,32766,246.0,-0.007129669189453125,LEFT,DEVANT,LEFT
29,FSM.TAKE_OFF,-0.08123779296875,0.04180908203125,0.2481689453125,-1.525390625,-0.0178985595703125,0.004840850830078125,0.00771331787109375,2093,829,32766,2277,32766,246.0,-0.004985809326171875,LEFT,DEVANT,LEFT
30,FSM.TAKE_OFF,-0.08251953125,0.04248046875,0.2447509765625,-1.947265625,-0.011749267578125,0.00567626953125,-0.004669189453125,2089,831,32766,2269,32766,241.0,0.0171051025390625,LEFT,DEVANT,LEFT
31,FSM.TAKE_OFF,-0.0814208984375,0.045806884765625,0.2423095703125,-2.1015625,-0.00548553466796875,0.013916015625,-0.0196533203125,2089,831,32766,2261,32766,235.0,0.035491943359375,LEFT,DEVANT,LEFT
32,FSM.TAKE_OFF,-0.0831298828125,0.05047607421875,0.23876953125,-2.1796875,-0.007259368896484375,0.0244140625,-0.00144195556640625,2107,828,32766,2261,32766,235.0,0.044891357421875,LEFT,DEVANT,LEFT
33,FSM.TAKE_OFF,-0.0845947265625,0.0538330078125,0.237548828125,-2.1875,-0.00850677490234375,0.030487060546875,0.005031585693359375,2107,828,32766,2263,32766,234.0,0.0386962890625,LEFT,DEVANT,LEFT
34,FSM.TAKE_OFF,-0.0845947265625,0.053680419921875,0.2366943359375,-2.1171875,-0.0059967041015625,0.027008056640625,0.0265655517578125,2102,830,32766,2263,32766,234.0,0.054046630859375,LEFT,DEVANT,LEFT
35,FSM.TAKE_OFF,-0.0853271484375,0.05804443359375,0.235595703125,-2.0234375,-0.00550079345703125,0.03253173828125,0.033843994140625,2102,830,32766,2274,32766,233.0,0.0467529296875,LEFT,DEVANT,LEFT
36,FSM.TAKE_OFF,-0.08416748046875,0.064208984375,0.237548828125,-1.92578125,-0.0013170242309570312,0.0406494140625,0.055572509765625,2101,824,32766,2274,32766,233.0,0.047698974609375,LEFT,DEVANT,LEFT
37,FSM.TAKE_OFF,-0.084716796875,0.06622314453125,0.241455078125,-1.755859375,-0.00025343894958496094,0.033721923828125,0.07659912109375,2102,822,32766,2271,32766,236.0,0.033935546875,LEFT,DEVANT,LEFT
38,FSM.TAKE_OFF,-0.08575439453125,0.06591796875,0.2445068359375,-1.6708984375,0.0003974437713623047,0.01593017578125,0.08746337890625,2102,822,32766,2267,32766,246.0,0.034698486328125,LEFT,DEVANT,LEFT
39,FSM.TAKE_OFF,-0.08721923828125,0.06781005859375,0.2496337890625,-1.587890625,-0.003513336181640625,0.014007568359375,0.10577392578125,2097,825,32766,2267,32766,246.0,0.0308380126953125,LEFT,DEVANT,LEFT
40,FSM.TAKE_OFF,-0.08746337890625,0.06536865234375,0.25439453125,-1.4873046875,-0.002513885498046875,0.0018367767333984375,0.11566162109375,2097,825,32766,2263,32766,255.0,0.01355743408203125,LEFT,DEVANT,LEFT
41,FSM.CROSS,-0.0860595703125,0.0660400390625,0.283203125,-1.1025390625,0.006198883056640625,-0.0165863037109375,0.11932373046875,2100,816,32766,2264,32766,275.0,-0.0017633438110351562,LEFT,DEVANT,LEFT
42,FSM.CROSS,-0.08172607421875,0.048431396484375,0.287353515625,-0.48095703125,0.015960693359375,-0.05706787109375,0.10980224609375,2100,816,32766,2268,32766,289.0,0.001125335693359375,LEFT,DEVANT,LEFT
43,FSM.CROSS,-0.082275390625,0.0390625,0.299072265625,0.89892578125,0.0145416259765625,-0.0665283203125,0.1116943359375,2095,818,32766,2264,32766,298.0,-0.0041046142578125,RIGHT,DEVANT,LEFT
44,FSM.CROSS,-0.08056640625,0.038360595703125,0.303466796875,1.3232421875,0.01554107666015625,-0.05322265625,0.10333251953125,2100,824,32766,2264,32766,298.0,-0.0018978118896484375,RIGHT,DEVANT,LEFT
45,FSM.CROSS,-0.0797119140625,0.0364990234375,0.306884765625,1.462890625,0.01509857177734375,-0.0406494140625,0.09161376953125,2100,824,32766,2263,32766,305.0,-0.017059326171875,RIGHT,DEVANT,LEFT
46,FSM.CROSS,-0.08026123046875,0.03399658203125,0.314453125,0.7177734375,0.00702667236328125,-0.0219573974609375,0.08172607421875,2112,830,32766,2270,32766,316.0,-0.007843017578125,RIGHT,DEVANT,LEFT
47,FSM.CROSS,-0.08099365234375,0.0357666015625,0.319091796875,0.0173797607421875,0.00160980224609375,-0.01139068603515625,0.08160400390625,32766,831,32766,2270,32766,316.0,-0.0035190582275390625,RIGHT,DEVANT,LEFT
48,FSM.CROSS,-0.08111572265625,0.03594970703125,0.322021484375,-1.013671875,-0.0031452178955078125,-0.0014486312866210938,0.065673828125,32766,831,32766,2265,32766,318.0,-0.008270263671875,LEFT,DEVANT,LEFT
